Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Luxembourg,12.0,0.975750029,1.000280023,1.019999981,1.133239985,3.0,,91.72187042,90.84281158,92.55460358,6.0,78.53385925,80.71225739,79.64601898,6.0,38173.0,,,103.2763367,101.9853287,104.5196228,,,,,,,,12.18138027,,,,,,,4718.0,75.87960815,,369.0,,,,,0.997389972,12.0,113.2003784,116.3186188,114.8057098,7.0,48749.0,,,,,,,,104.3004837,105.3623276,103.2965698,,,,18.80448914,,,,5485.0,2979.0,54.31175995,18.59046936,19.96397972,17.303960800000002,,,,,,1.0,1.0,6.0,7.0,0.2,0.2,0.8,0.9,45.91504078,302757.0,5.880000114,5.329999924,5.590000152999999,15.87882399,69.93802183
"Macao SAR, China",10.0,0.99346,0.995320022,0.997439981,1.258780003,3.0,14.496529999999998,95.62122345,94.0812912,97.07422638,6.0,102.823761,99.45529175,101.0805664,6.0,30169.0,48.17859,13.49843,100.4093704,100.0688477,100.7280502,95.57895,93.60158,94.55967,96.39553,3.66701,4.29832,3.99417,97.7592926,99.7844162,97.77413177,98.73235321,1.29343,2.0788,1.70042,2235.0,82.23713684,96.4155,902.0,456.0,3.139410019,446.0,2.8735299110000003,3.002059937,12.0,100.0,95.89920807,97.8848114,6.0,26608.0,48.2975,25672.0,48.80025,10.35432,9.75724,936.0,34.50855,101.0366364,100.9029465,101.16185,86.42111,88.4108,84.55769000000001,95.98616791,,,,2727.0,1602.0,58.74586868,90.65709686,104.4609909,77.42852783,,,,14.66703033,2.738699913,,,,,,,,,48.43873765,383792.0,1.289999962,2.279999971,1.7999999519999998,13.65406658,75.86173049
Madagascar,5.0,1.007310033,1.009379983,1.029739976,0.950209975,3.0,22.12943,39.60987091,41.44253159,37.81785965,6.0,68.07849121,62.88983917,65.46877289,5.0,4860888.0,49.79428,39.811690000000006,142.5342865,143.05714419999998,142.019455,157.18468,153.89688999999998,155.52513000000002,95.60378,23.86822,26.08615,24.98175,19.68346024,33.2596283,29.91968918,31.5692997,24.84218,27.29671,26.0745,122097.0,53.49599075,96.86561,66840.0,,,,,1.959929943,11.0,38.24433899,35.75555038,36.99671936,7.0,1548208.0,50.60593,1512115.0,50.99791,19.7386,19.29784,36093.0,34.18391,36.52693176,37.06354904,35.99303055,29.84739,31.03119,28.66958,42.74523163,,,,80227.0,33434.0,41.67425156,5.350490093,5.214149952,5.487370014,,,,19.81822014,2.825489998,7813.0,4890.0,6410.0,6130.0,11.0,7.6,11.0,12.1,48.89712079,13408268.0,1.7100000380000002,1.669999957,1.6900000569999998,40.66815059,56.34513228
Malawi,8.0,1.008990049,1.0011199709999998,0.982129991,,3.0,,,,,6.0,,,,6.0,4441839.0,49.949670000000005,58.679190000000006,142.4578247,143.0986176,141.8240051,130.12668,131.00741000000002,130.57044,,20.13806,18.503120000000003,19.31977,,,,,,,,75697.0,44.02552032,,,,,,,,12.0,,,,6.0,1040975.0,49.53251,1040975.0,49.53251,,72.31002,,,40.28176117,39.91857147,40.64471054,34.23885,34.76096,33.7171,10.23194981,,,,14396.0,3292.0,22.86746025,,,,,,,15.7802,4.714839935,4263.0,2253.0,2975.0,4119.0,7.9,4.6,7.3,11.8,48.81335489,7798372.0,6.539999962,4.75,5.619999886,43.90228591,53.45227916
Malaysia,6.0,,,1.084280014,1.184360027,2.0,18.11021,99.22441864,100.4379425,98.08123016,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,239725.0,69.71195984,,,,,,,,12.0,84.20078278,79.48574066,81.76969147,6.0,2592970.0,50.48053,2307875.0,51.27877,,11.40208,285095.0,44.01866,81.99226379,85.41413116,78.77512359999999,72.21113000000001,75.42820999999999,69.18652,8.947230338999999,,,,227412.0,153174.0,67.35527802,45.1253891,49.85466003,40.66350174,34.03561,41.36964,21.34708,19.73863983,4.481259823,573.0,731.0,1724.0,2055.0,1.2,1.5,3.1,3.6,38.53590561,15523398.0,3.630000114,3.089999914,3.299999952,23.99514109,69.33310429
Maldives,7.0,1.036270022,1.028460026,1.012840033,,3.0,,89.49053192,91.22888184,87.93418884,6.0,93.70510101,92.6534729,93.17411804,7.0,47236.0,,,96.59713745,98.39517212,94.95162964,,,,,,,,3.85510993,,,94.22429657,,,,4582.0,70.75512695,,1671.0,397.0,1.698979974,1274.0,4.989620209,3.4171800610000003,13.0,104.9347534,117.7053223,111.2820511,5.0,22765.0,,,,,,,,85.27813721,85.84500122,84.75697327,,,,4.7704801560000005,,,,3665.0,1851.0,50.50476837,,,,,,,,,6.0,7.0,15.0,28.0,0.9,1.1,2.4,2.4,21.11231706,285620.0,5.309999943,6.0500001910000005,5.900000095,20.1479166,76.14873879
Mali,9.0,0.901000023,0.876399994,0.822969973,,3.0,19.63666,6.960790157000001,7.082320212999999,6.843410015,7.0,,,,6.0,2477081.0,46.5862,37.82669,75.6006012,71.60266876,79.47065735,,,,58.94142,6.93505,7.21478,7.08447,39.93487167,,,,,,,65485.0,31.68664932,58.94142,1343000.0,711827.0,44.16783905,631173.0,37.91067886,40.98841095,13.0,,,,6.0,1046493.0,44.48754,918775.0,44.99883,29.72838,,127718.0,40.80944,41.0272789,36.99536896,44.95349121,29.92706,26.81248,32.959990000000005,43.76684952,,,,,,,,,,,,,,,8666.0,4420.0,4240.0,3995.0,14.2,8.5,10.2,12.1,42.17369963,6949203.0,8.25,6.630000114,7.309999942999999,47.54348639,49.94928385
Malta,11.0,1.006770015,1.00406003,1.001680017,1.2671400309999998,2.0,,109.3249817,107.718277,110.8132324,5.0,101.8508987,105.1923065,103.5776367,6.0,26532.0,,,106.67417140000002,107.0479126,106.3279419,,,,,,,,42.88782883,,,,,,,,,,,,,,,,11.0,104.46057890000002,103.5148468,103.9766998,7.0,30925.0,,,,,,,,107.2667389,107.3589096,107.1791077,,,,35.80921936,,,,,,,59.25175858,68.76969147,50.39825821,,,,,,1.0,2.0,5.0,8.0,0.2,0.6,1.1,1.5,40.98336417,236718.0,3.5,3.769999981,3.660000086,14.27690052,65.37377518
Mauritania,9.0,1.058089972,1.046800017,1.016530037,0.541689992,6.0,,,,,6.0,79.6911087,72.51891327,76.05602264,6.0,655261.0,50.70468,34.27814,99.89176178,102.752449,97.11083984,106.27895,103.92486,105.08427,79.5744,21.30637,19.34473,20.33938,15.65834045,,,,1.7824,1.6117,1.69825,19116.0,33.44319153,80.30889,129168.0,60060.0,18.57442093,69108.0,20.77667999,19.69111061,12.0,44.1431694,39.62462997,41.85226822,7.0,236775.0,49.71302,235653.0,49.753240000000005,37.60032,25.9167,1122.0,41.2656,36.8339119,37.14017868,36.53606033,30.97658,31.72382,30.24987,24.56467056,,,,9136.0,1169.0,12.79553032,5.002089977,3.500479937,6.46213007,,,,,,631.0,221.0,928.0,1084.0,5.4,2.2,10.3,13.6,30.94031649,1196746.0,11.51000023,9.630000114,10.22000027,40.08318282,56.77570502
Mauritius,11.0,1.027109981,1.044059992,1.056640029,,3.0,12.37967,98.11878967,98.73853302,97.52297211,5.0,101.9052505,99.71878815,100.7911835,6.0,89642.0,49.72,16.19841,101.1075974,102.4856873,99.78083038,103.23446,102.5825,102.90226,94.80512,2.74175,2.9109,2.8268,34.62327957,94.32617188,94.90174866,94.61476135,0.00673,0.0133099999999999,0.01004,5534.0,78.94831848,94.99232,1156.0,,,,,1.303979993,11.0,92.84586334,80.90180206,86.75364685,7.0,122424.0,50.41822,110715.0,51.989340000000006,,10.9886,11709.0,35.56239,95.09619904,97.7666626,92.52626038,84.30832,87.0561,81.66395,56.58694077,,,,11141.0,6605.0,59.28551865,,,,22.82639,62.72406,6.4242300000000006,19.64781952,4.8345899580000005,12.0,17.0,57.0,95.0,0.9,1.0,3.0,4.8,39.30427921,605789.0,9.529999733,4.420000076,6.429999828,17.79369232,70.73213461
Mexico,14.0,1.006219983,1.046270013,1.08762002,1.036919951,6.0,,72.79931641,73.78244019,71.85984802,6.0,102.6292801,101.8975372,102.2558899,6.0,14061377.0,,,105.0280685,105.3607101,104.709877,,,,,,,,9.552459717,,,,,,,571520.0,67.40760803,,93645.0,,,,,0.69946003,12.0,93.29638672,89.7368927,91.48665619,6.0,14160635.0,,,,,,,,105.103363,109.5876083,100.7587128,,,,13.27433968,,,,833944.0,422867.0,50.70687866,41.52280045,42.30899811,40.74708176,,,,,,2478.0,3246.0,9528.0,15132.0,1.1,1.4,4.3,6.9,37.69979279,56255845.0,3.430000067,3.200000048,3.279999971,26.55684819,66.21946683
Middle East & North Africa,9.0,0.97164,0.96494,0.95607,1.068369985,3.0,20.95591,31.16790009,30.98278046,31.34374046,,89.79959869,92.65934753,91.26567078,6.0,51500000.0,48.00201,21.32469,104.2292,102.6921,105.6896,101.0914,102.6685,101.9005,93.71546,,,,10.45542,84.89196,85.55244,85.23158000000001,3.85274,6.739380000000001,5.35374,2415278.0,64.54138,94.94395,2576943.0,1522369.0,6.323180198999999,1054574.0,4.161300182,5.214540005,,76.36955261,74.90599823,75.62110138,6.0,36800000.0,47.25132,32800000.0,48.4855,16.56002,14.91591,4235568.0,37.70573,80.97066,79.10927,82.74429,72.89887,70.76348,74.94981,9.56539,,,,2451657.0,1218348.0,49.69487,40.5891304,42.06703949,39.19100952,,,,,,21973.0,19102.0,34056.0,42951.0,2.4,2.4,4.7,5.8,20.00771081,149566684.0,17.85181185,7.8021037,9.813115176,29.88622822,64.93158841
Middle East & North Africa (IDA & IBRD countries),9.0,0.96592,0.9594,0.95046,1.0301300290000002,2.0,22.61583,28.03030968,27.76402092,28.28266907,,88.48164368,91.93901825,90.25498199,6.0,45400000.0,47.82625,23.00915,104.6797,102.8186,106.4459,101.843,102.6411,102.2527,93.3991,,,,9.02745,83.80855,84.66131999999999,84.24773,4.311730000000001,7.523810000000001,5.98759,1973860.0,64.14180999999999,94.71022,2375910.0,1431529.0,6.774909973,944381.0,4.241519928,5.475080013,,72.78382874,71.43778229,72.09552002,6.0,30500000.0,47.52165,26700000.0,48.87337,18.08589,16.177870000000002,3858712.0,38.17625,77.4084,75.39607,79.32563,70.25001999999999,67.83314,72.57011999999999,7.81083,,,,1887559.0,889570.3,47.12808,38.11077881,38.70439911,37.53842163,,,,,,20971.0,18099.0,30644.0,37979.0,2.658677441,2.6352370830000003,4.86983464,5.9734062560000005,19.73668035,115251483.0,19.83542347,9.250615023,11.33993538,31.016404600000005,63.58108067
Middle East & North Africa (excluding high income),9.0,0.9663,0.96098,0.95393,1.037520051,2.0,22.35409,28.50489044,28.24523926,28.75098991,,88.63143921,92.01483154,90.36672211,6.0,45900000.0,47.83834,23.02361,104.6112,102.7724,106.3564,101.8333,102.5753,102.2142,93.41539,,,,9.07343,83.98611,84.82805,84.41966,4.26525,7.44658,5.92468,1993824.0,64.24797,94.73726,2388924.0,1437561.0,6.726389885,951363.0,4.224870205,5.442969799,,73.1272583,71.65146637,72.37252808,6.0,31300000.0,47.61761,27400000.0,48.95031,18.09996,16.204279999999997,3864099.0,38.15457,77.6646,75.79043,79.45058,70.61009,68.33189,72.79815,7.793589999999999,,,,1931691.0,914607.3,47.34749,38.20812988,38.95228958,37.49061966,,,,,,21123.0,18322.0,30997.0,38383.0,2.636717355,2.625602937,4.849287527,5.946181677,19.7379095,116465495.0,20.06625524,9.387393493,11.49545889,31.11104431,63.51351932
Middle income,10.0,0.99104,0.99835,1.00658,1.120069981,4.0,17.636129999999998,66.27269745,66.17176056,66.36602783,,92.11447144,92.02274323,92.06635284,6.0,546000000.0,48.49957,23.674670000000003,101.0949,100.6223,101.5322,101.0283,103.2741,102.1944,90.26697,,,,20.46546,86.27762,84.40861,85.29828,1.83293,2.37934,2.1143400000000003,23400000.0,65.69775,91.71578,37000000.0,19700000.0,7.588590145,17300000.0,6.167650223,6.850500107,,79.76669312,77.48548126,78.58042908,6.0,469000000.0,48.11523,418000000.0,48.74719,17.24682,17.83669,46300000.0,42.416340000000005,76.90621999999999,77.16855,76.66408,68.12465999999999,68.61016,67.67818,28.785740000000004,,,,26000000.0,14100000.0,54.18156,36.01070023,38.39870071,33.78834152,,,,,,341198.0,257077.0,413362.0,535375.0,3.417973304,2.677233539,4.436452506,5.808756276,37.06780745,2553027969.0,5.656156285,5.401399623,5.495563522,25.93708413,66.50158475
Moldova,11.0,1.000589967,0.993879974,0.98992002,1.252329946,6.0,11.8808,86.70314789,86.55458832,86.84333801,7.0,88.83602905,89.88921356,89.38008118,4.0,140141.0,48.30349,17.92314,90.61875916,90.64650726,90.5928421,91.7212,93.78701,92.78051,86.31416999999999,1.11681,1.58873,1.36077,1.521319985,90.21897888,97.3113327,93.83409119,0.0,0.0,0.0,7819.0,98.18390656,89.78655,13954.0,6601.0,8.839280128,7353.0,9.194580078,9.023010254,11.0,83.96916199,86.16896057,85.10188293,7.0,226281.0,48.3041,195480.0,49.82607,9.77263,9.86318,30801.0,38.64485,86.90614319,86.45336914,87.33351135,77.95594,77.59551,78.29615,1.774780035,,,,22942.0,17957.0,78.27129364,39.82123947,45.71871185,34.18241119,23.33213,35.99677,11.90064,17.46109962,5.439730167,54.0,62.0,126.0,226.0,1.2,1.5,3.0,4.1,48.43421523,880485.0,3.130000114,5.039999962,4.110000134,15.86009086,72.67035279999999
Monaco,11.0,,,,,3.0,14.246379999999998,,,,6.0,,,,5.0,1981.0,49.8738,11.38506,,,,,,,,2.02429,1.51057,1.76678,30.69157028,,,,2.73279,1.51057,2.12014,174.0,81.03447723,,,,,,,,11.0,,,,7.0,3426.0,48.9784,3118.0,50.09622,8.3964,,308.0,37.66234,,,,,,,32.31172943,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.4,0.5,1.4,2.1,,,,,,,
Mongolia,12.0,0.976499975,,,1.286659956,4.0,33.14655,86.66912079,86.58336639,86.75272369,6.0,101.8847809,101.6767502,101.7796478,5.0,311063.0,48.8393,30.38318,104.0403595,102.7896194,105.263092,99.92116,104.31152,102.14242,97.69756,1.46524,2.09059,1.78517,5.793360233,,,,0.0489,0.07087,0.0601299999999999,10238.0,94.97949219,98.69302,2151.0,,,,,0.719439983,11.0,104.9684982,105.3724976,105.1724091,7.0,,,,,,,30181.0,38.38176,,,,,,,,,,,21234.0,15521.0,73.09503937,65.59544373,76.65812683,54.68325043,,,,,,121.0,100.0,173.0,269.0,1.8,2.0,4.0,5.5,44.26566109,1334949.0,4.809999943,5.829999924,5.380000114,30.40956831,65.50689291
Montenegro,9.0,0.954919994,0.989380002,1.01383996,1.261330009,5.0,,69.33129883,65.64073944,72.73665619,6.0,94.32662201,94.61537933,94.47805786,5.0,39288.0,46.50275,,100.0025482,97.59094238,102.1977997,88.65979,111.02558,100.33709,96.54847,1.86645,2.63584,2.27805,0.358889997,,,,0.31199,0.31877,0.3156199999999999,,,96.87095,784.0,,,,,1.995319963,11.0,96.00647736,94.48799896,95.21057892,8.0,57085.0,48.03013,38029.0,49.77254,,,19056.0,44.5529,89.87782288,90.52429962,89.28851318,89.07485,89.75502,88.45482,0.325830013,,,,,,,56.08097076,64.91356659,47.94990921,,,,,,4.0,4.0,10.0,19.0,0.5,0.5,1.3,2.2,43.61782777,277006.0,15.10000038,15.23999977,15.18000031,18.20951914,66.81554422
Morocco,9.0,0.960389972,0.941470027,0.914969981,0.987110019,5.0,,50.8885994,46.86408997,54.70190811,6.0,94.4017334,92.83505249,93.59745789,6.0,4322623.0,47.60808,26.80065,113.8765793,111.5132523,116.1127014,110.76597,108.96123,109.83867,99.09904,10.84188,14.91528,12.97601,17.00930023,95.05042267,93.52204895,94.26490021,7.596319999999999,12.42789,10.12767,161288.0,57.16854095,99.15589,7804.0,,,,,0.205589995,12.0,68.13630676,61.85018158,64.91828156,6.0,2871043.0,46.56576,2624844.0,47.71739,22.63834,19.42453,246199.0,34.28771,80.22619629,76.58119202,83.69786835,64.4924,64.49911,64.48602,10.32970047,,,,147805.0,54627.0,36.95883179,35.93592834,35.69778061,36.16394043,,,,,,1107.0,616.0,2121.0,2506.0,1.7,1.0,3.6,4.2,24.21548773,11914887.0,10.56000042,8.609999657000001,9.079999924,27.20638013,65.78071505
Mozambique,,0.928269982,,,0.8058000209999999,3.0,,,,,6.0,48.80506897,55.18378829999999,51.98764038,7.0,6563376.0,48.10345,55.273790000000005,112.6049805,108.4134521,116.7903519,168.83101000000002,173.87672,171.36158999999998,93.92934,14.700070000000002,18.33234,16.58509,1.946449995,40.75920868,42.79624176,41.80585098,8.16305,9.09961,8.64903,118743.0,45.71300888,93.92934,353839.0,219096.0,7.52339983,134743.0,4.620059967,6.070660114,13.0,,,,5.0,,,1196538.0,48.80982,,,,,,,,,,,,,,,,,,7.312550067999999,6.533639908,8.108229637,,,,17.88060951,5.499849796,7281.0,5804.0,6607.0,11789.0,8.3,7.5,9.9,21.6,52.24760722,12771938.0,3.450000048,3.00999999,3.24000001,44.67080015,52.43843539
Myanmar,5.0,0.955500007,1.01078999,1.086910009,1.288910031,5.0,14.95275,8.530929565,8.60972023,8.453359604,5.0,94.77941895,96.01347351,95.39961243,5.0,5299765.0,48.55953,24.3599,112.3066711,109.7360611,114.8463135,,,,97.93192,8.49036,8.997539999999999,8.75126,4.927350044,,,,,,0.47991,217561.0,80.26300812,98.0528,91889.0,,,,,1.947199941,10.0,67.87595367,61.6958313,64.77478789999999,6.0,4186742.0,51.90363,4179394.0,51.96351,28.73155,27.24679,7348.0,17.84159,68.43682098,71.29753113,65.59649658,64.05856999999999,66.63893,61.49661,5.580470085,,,,153660.0,132399.0,86.16361237,18.81594086,21.98386955,15.63253021,39.33033,40.96351,14.7764,10.34902954,1.922889948,2470.0,2334.0,3462.0,5576.0,2.7,2.3,3.4,5.9,41.02671436,24691853.0,1.049999952,0.74000001,0.870000005,26.37104828,67.84430978
Namibia,7.0,0.966520011,,,,5.0,22.62917,34.20079041,34.80725098,33.59418106,7.0,96.91571808,91.24179077,94.08621979,7.0,490719.0,49.21554,25.09173,124.2483902,122.1357422,126.3666763,113.9191,112.70659,113.31313,97.48892,12.99739,18.31154,15.69615,5.928239822,,,,12.84377,18.40463,15.66783,19557.0,68.49720764,98.14776,5999.0,,,,,1.518959999,14.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,278.0,377.0,695.0,6.2,5.2,7.7,14.2,49.308642,911467.0,18.59000015,21.12999916,19.87999916,36.91024919,59.45371913
Nepal,10.0,,,,1.067080021,2.0,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,12.41086006,12.82444954,11.96418953,,,,14.10186958,5.102069855,1748.0,1398.0,3012.0,3714.0,3.1,2.3,4.6,6.1,55.95658902,16089569.0,2.75,3.089999914,2.900000095,30.41426532,63.8580639
Netherlands,13.0,0.999050021,1.005849957,1.010630012,1.121269941,3.0,,88.99539948,89.77503967,88.25628662,6.0,,,,6.0,1175018.0,,,105.2210312,105.16961670000002,105.2697067,,,,,,,,0.371399999,,,,,,,100658.0234,87.35375977,,4252.0,,,,,0.380730003,12.0,,,,6.0,1632486.0,,,,,,,,134.2794342,135.00831599999998,133.5884247,,,,6.534880161,,,,114548.0703,61663.57031,53.83205032,87.09784698,92.85855103,81.59803772,,,,,,59.0,77.0,208.0,295.0,0.3,0.4,1.0,1.4,46.19242829,9228664.0,3.960000038,3.720000029,3.829999924,16.10815871,64.69564866
New Zealand,10.0,1.005970001,1.03718996,1.061879992,1.316740036,5.0,,94.15686035,93.14273834,95.12499237,5.0,,,,6.0,388279.0,,,101.0714188,101.3811569,100.7791367,,,,,,,,1.897600055,,,,,,,26126.47266,84.22973633,,1109.0,,,,,0.2886799869999999,11.0,,,,7.0,489898.7188,,,,,,,,114.6388321,118.1604309,111.274971,,,,9.13778019,,,,36057.0,22973.68945,63.71492004,82.98303223,99.13540649,67.7351532,,,,,,26.0,35.0,115.0,163.0,0.4,0.6,1.9,2.4,47.59627645,2756619.0,4.46999979,4.150000095,4.3000001910000005,19.65343146,64.69414402
Nicaragua,7.0,,,,,6.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,258.0,489.0,724.0,1.4,2.0,4.1,6.1,38.75783374,3007343.0,5.260000229,5.159999847,5.199999809,30.2016812,64.55082135
Niger,,,,,0.4144900139999999,3.0,32.58977,8.047699928,8.334890366,7.770289898,7.0,,,,6.0,,,,,,,71.34851,79.35151,75.41642,,,,,,,,,,,,68975.0,52.68865967,,,,,,,,13.0,16.690069199999996,21.17358017,18.97120094,7.0,,,775930.0,42.54018,,,,,,,,,,,,,,,29225.0,6546.0,22.39863014,4.414350033,2.565180063,6.188769817000001,,,,16.7811203,3.547209978,12172.0,9188.0,5138.0,6603.0,16.3,15.1,10.6,17.2,42.46823319,8108934.0,0.379999995,0.540000021,0.469999999,49.98432461,47.42066751
Nigeria,9.0,,,,,5.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79152.0,39667.0,35936.0,36644.0,13.7,8.1,8.7,10.7,43.67572013,60517072.0,8.359999657000001,8.510000229,8.449999809,43.86663998,53.38598302
North America,11.0,0.99855,0.99546,0.99239,1.267150044,3.0,14.54347,71.89816284,72.42719269,71.39247131,,95.67987061,103.9341583,99.89868164,6.0,27400000.0,48.757740000000005,14.42524,101.278,101.2032,101.3497,101.677,99.99876,100.819,95.17325,,,,8.56825,94.35627,94.09693,94.22283,1.38108,1.5574,1.47143,1896357.0,85.68765,95.91021,146692.0,79336.0,0.60007,67356.0,0.488009989,0.54282999,,97.2890625,92.38755798,94.7883606,6.0,27500000.0,48.82823,27500000.0,48.8421,15.19855,14.93963,128050.6,45.85005,100.5326,100.1404,100.9085,93.06775,93.61716,92.54153,8.89719,,,,1842459.0,1160693.0,62.996930000000006,86.51757049999999,100.2244263,73.44947815,,,,,,2659.0,3419.0,11919.0,24294.0,0.6,0.7,2.6,4.8,46.20271095,185824977.0,4.025232599,4.184584838,4.111356763,18.41982885,65.62740641
North Macedonia,13.0,0.997870028,0.986109972,0.978649974,1.242079973,5.0,,41.83069992,42.2910881,41.40320969,6.0,92.85910797,93.93965149,93.41673279,5.0,109818.0,,,98.17537689,98.06730652,98.27631378,,,,,,,,0.644699991,,,,,,,7457.0,84.33686066,,781.0,428.0,0.792330027,353.0,0.610289991,0.6981999870000001,11.0,86.27748108,86.0870285,86.17952728,8.0,155815.0,,,,,,,,79.990448,79.10189819,80.82787323,,,,1.510120034,,,,18741.0,11233.0,59.93809891,43.11650085,49.24562073,37.32403183,,,,,,13.0,18.0,33.0,45.0,0.6,0.8,1.3,1.6,39.18679588,959882.0,19.87000084,21.29999924,20.73999977,16.51699963,69.81281899
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,10.0,0.999989986,0.977540016,0.955389977,1.323799968,5.0,,96.00299072,96.08293152,95.92722321,6.0,99.14031982,99.10820007,99.123909,7.0,447355.0,,,100.0776291,100.0771484,100.0780792,,,,,,,,3.432169914,,,,,,,52720.39844,74.46408081,,2.0,,,,,0.00047,13.0,97.2229538,98.12776947,97.6848526,6.0,449330.0,,,,,,,,117.4500885,114.707901,120.0643311,,,,7.214300156,,,,52711.03906,33689.28125,63.91313934,83.01725769,99.69017792,67.41017151,,,,,,19.0,24.0,77.0,139.0,0.3,0.4,1.2,2.0,46.98638337,2799958.0,3.539999962,4.03000021,3.799999952,17.54903838,65.40173947
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,10.0,0.99716,1.00254,1.007,1.14673996,5.0,15.16523,81.03839874,81.15624237,80.92614746,,97.67636108,99.61978912,98.67054749,6.0,94100000.0,48.731840000000005,15.32034,102.0227,101.8743,102.1642,99.29623,98.89994,99.09329,95.5958,,,,11.83364,96.25941,95.68139,95.96247,1.1475,1.6467200000000002,1.40344,6127945.0,80.28161999999999,96.6326,1243533.0,564324.0,1.253440022,679210.0,1.4381899830000002,1.348019958,,93.82743835,90.67334747,92.2188797,6.0,114000000.0,48.8168,88700000.0,49.55188,14.0014,13.67666,19900000.0,45.54381,105.6971,106.0744,105.3372,89.36801,89.81395,88.94454,18.58298,,,,8207769.0,4783443.0,58.27945,75.64903259,81.78415679999999,69.78302765,,,,,,10149.0,12596.0,37350.0,63769.0,0.610386752,0.767139375,2.234842337,3.606472814,44.25135354,670991669.0,5.686013517999999,5.24973611,5.442283536000001,18.01933659,65.17874097
